sgRNA	Target_gene	FLAG(strand)	Chr	Start	End	Match
sgCAMTA1_1	CAMTA1	0	chr1	7664476	7664496	TRUE
sgCAMTA1_2	CAMTA1	0	chr1	7665076	7665096	TRUE
sgCAMTA1_4	CAMTA1	16	chr1	7736388	7736408	TRUE
sgVAMP3_1	VAMP3	16	chr1	7773465	7773485	TRUE
sgVAMP3_4	VAMP3	0	chr1	7773490	7773510	TRUE
sgVAMP3_2	VAMP3	0	chr1	7777171	7777191	TRUE
sgVAMP3_3	VAMP3	0	chr1	7777228	7777248	TRUE
sgPER3_1	PER3	16	chr1	7786805	7786825	TRUE
sgPER3_4	PER3	0	chr1	7810540	7810560	TRUE
sgPER3_3	PER3	0	chr1	7820514	7820534	TRUE
sgPER3_2	PER3	0	chr1	7826543	7826563	TRUE
sgUTS2_3	UTS2	16	chr1	7850833	7850853	TRUE
sgUTS2_2	UTS2	0	chr1	7850852	7850872	TRUE
sgUTS2_1	UTS2	16	chr1	7850893	7850913	TRUE
sgUTS2_4	UTS2	0	chr1	7853332	7853352	TRUE
sgTNFRSF9_4	TNFRSF9	16	chr1	7935103	7935123	TRUE
sgTNFRSF9_2	TNFRSF9	16	chr1	7937714	7937734	TRUE
sgTNFRSF9_1	TNFRSF9	0	chr1	7938725	7938745	TRUE
sgTNFRSF9_3	TNFRSF9	0	chr1	7938768	7938788	TRUE
sgPARK7_4	PARK7	0	chr1	7962844	7962864	TRUE
sgPARK7_1	PARK7	0	chr1	7965362	7965382	TRUE
sgPARK7_3	PARK7	0	chr1	7969338	7969358	TRUE
sgPARK7_2	PARK7	0	chr1	7969383	7969403	TRUE
sgERRFI1_3	ERRFI1	16	chr1	8013755	8013775	TRUE
sgERRFI1_4	ERRFI1	0	chr1	8014117	8014137	TRUE
sgERRFI1_2	ERRFI1	16	chr1	8014291	8014311	TRUE
sgERRFI1_1	ERRFI1	16	chr1	8015356	8015376	TRUE
sgSLC45A1_1	SLC45A1	0	chr1	8324463	8324483	TRUE
sgSLC45A1_4	SLC45A1	16	chr1	8325315	8325335	TRUE
sgSLC45A1_3	SLC45A1	0	chr1	8325936	8325956	TRUE
sgSLC45A1_2	SLC45A1	16	chr1	8330624	8330644	TRUE
sgRERE_2	RERE	16	chr1	8362828	8362848	TRUE
sgRERE_1	RERE	0	chr1	8495078	8495098	TRUE
sgRERE_4	RERE	16	chr1	8541257	8541277	TRUE
sgRERE_3	RERE	16	chr1	8624358	8624378	TRUE
sgENO1_3	ENO1	16	chr1	8865411	8865431	TRUE
sgENO1_2	ENO1	16	chr1	8866325	8866345	TRUE
sgENO1_4	ENO1	16	chr1	8868009	8868029	TRUE
sgENO1_1	ENO1	0	chr1	8870443	8870463	TRUE
sgCA6_1	CA6	0	chr1	8949323	8949343	TRUE
sgCA6_4	CA6	16	chr1	8949420	8949440	TRUE
sgCA6_2	CA6	0	chr1	8957264	8957284	TRUE
sgCA6_3	CA6	0	chr1	8958981	8959001	TRUE
sgSLC2A7_4	SLC2A7	16	chr1	9013623	9013643	TRUE
sgSLC2A7_1	SLC2A7	16	chr1	9015119	9015139	TRUE
sgSLC2A7_3	SLC2A7	0	chr1	9018275	9018295	TRUE
sgSLC2A7_2	SLC2A7	0	chr1	9024981	9025001	TRUE
sgSLC2A5_1	SLC2A5	0	chr1	9041779	9041799	TRUE
sgSLC2A5_2	SLC2A5	16	chr1	9041905	9041925	TRUE
sgSLC2A5_4	SLC2A5	16	chr1	9057475	9057495	TRUE
sgSLC2A5_3	SLC2A5	16	chr1	9058178	9058198	TRUE
sgGPR157_1	GPR157	16	chr1	9111274	9111294	TRUE
sgGPR157_2	GPR157	16	chr1	9111369	9111389	TRUE
sgGPR157_3	GPR157	0	chr1	9128710	9128730	TRUE
sgGPR157_4	GPR157	0	chr1	9128783	9128803	TRUE
sgH6PD_1	H6PD	0	chr1	9245077	9245097	TRUE
sgH6PD_3	H6PD	0	chr1	9245532	9245552	TRUE
sgH6PD_2	H6PD	0	chr1	9263519	9263539	TRUE
sgH6PD_4	H6PD	16	chr1	9263820	9263840	TRUE
sgSPSB1_3	SPSB1	16	chr1	9356026	9356046	TRUE
sgSPSB1_1	SPSB1	0	chr1	9356135	9356155	TRUE
sgSPSB1_2	SPSB1	0	chr1	9356182	9356202	TRUE
sgSPSB1_4	SPSB1	0	chr1	9356271	9356291	TRUE
sgSLC25A33_3	SLC25A33	0	chr1	9553612	9553632	TRUE
sgSLC25A33_1	SLC25A33	0	chr1	9553688	9553708	TRUE
sgSLC25A33_4	SLC25A33	0	chr1	9567281	9567301	TRUE
sgSLC25A33_2	SLC25A33	16	chr1	9579987	9580007	TRUE
sgTMEM201_4	TMEM201	0	chr1	9595890	9595910	TRUE
sgTMEM201_2	TMEM201	16	chr1	9601118	9601138	TRUE
sgTMEM201_1	TMEM201	16	chr1	9602155	9602175	TRUE
sgTMEM201_3	TMEM201	16	chr1	9607620	9607640	TRUE
sgC1orf200_3	C1orf200	0	chr1	9653903	9653923	TRUE
sgC1orf200_2	C1orf200	16	chr1	9654229	9654249	TRUE
sgC1orf200_1	C1orf200	0	chr1	9654428	9654448	TRUE
sgPIK3CD_1	PIK3CD	0	chr1	9715901	9715921	TRUE
sgPIK3CD_2	PIK3CD	16	chr1	9716516	9716536	TRUE
sgPIK3CD_4	PIK3CD	0	chr1	9720146	9720166	TRUE
sgPIK3CD_3	PIK3CD	16	chr1	9721210	9721230	TRUE
sgCLSTN1_4	CLSTN1	0	chr1	9735546	9735566	TRUE
sgCLSTN1_2	CLSTN1	16	chr1	9741115	9741135	TRUE
sgCLSTN1_3	CLSTN1	0	chr1	9743925	9743945	TRUE
sgCLSTN1_1	CLSTN1	0	chr1	9744464	9744484	TRUE
sgCTNNBIP1_2	CTNNBIP1	16	chr1	9871239	9871259	TRUE
sgCTNNBIP1_3	CTNNBIP1	16	chr1	9871265	9871285	TRUE
sgCTNNBIP1_1	CTNNBIP1	16	chr1	9872031	9872051	TRUE
sgCTNNBIP1_4	CTNNBIP1	16	chr1	9872044	9872064	TRUE
sgLZIC_3	LZIC	16	chr1	9932879	9932899	TRUE
sgLZIC_2	LZIC	16	chr1	9934774	9934794	TRUE
sgLZIC_1	LZIC	0	chr1	9934804	9934824	TRUE
sgLZIC_4	LZIC	16	chr1	9936532	9936552	TRUE
sgNMNAT1_3	NMNAT1	0	chr1	9975653	9975673	TRUE
sgNMNAT1_2	NMNAT1	0	chr1	9981031	9981051	TRUE
sgNMNAT1_4	NMNAT1	0	chr1	9982374	9982394	TRUE
sgRBP7_2	RBP7	0	chr1	10007616	10007636	TRUE
sgRBP7_4	RBP7	0	chr1	10007651	10007671	TRUE
sgRBP7_3	RBP7	0	chr1	10007704	10007724	TRUE
sgRBP7_1	RBP7	0	chr1	10007727	10007747	TRUE
sgUBE4B_4	UBE4B	0	chr1	10095556	10095576	TRUE
sgUBE4B_3	UBE4B	0	chr1	10130792	10130812	TRUE
sgUBE4B_2	UBE4B	0	chr1	10135134	10135154	TRUE
sgUBE4B_1	UBE4B	16	chr1	10147079	10147099	TRUE
sgKIF1B_2	KIF1B	0	chr1	10267466	10267486	TRUE
sgKIF1B_4	KIF1B	16	chr1	10276363	10276383	TRUE
sgKIF1B_1	KIF1B	0	chr1	10296615	10296635	TRUE
sgKIF1B_3	KIF1B	0	chr1	10326257	10326277	TRUE
sgPGD_3	PGD	0	chr1	10403089	10403109	TRUE
sgPGD_1	PGD	0	chr1	10404258	10404278	TRUE
sgPGD_4	PGD	0	chr1	10411442	10411462	TRUE
sgPGD_2	PGD	16	chr1	10413219	10413239	TRUE
sgAPITD1_4	APITD1	0	chr1	10433850	10433870	TRUE
sgAPITD1-CORT_3	APITD1-CORT	0	chr1	10433851	10433871	TRUE
sgAPITD1-CORT_4	APITD1-CORT	0	chr1	10433913	10433933	TRUE
sgAPITD1_2	APITD1	16	chr1	10433930	10433950	TRUE
sgAPITD1-CORT_2	APITD1-CORT	0	chr1	10433944	10433964	TRUE
sgAPITD1_1	APITD1	16	chr1	10440397	10440417	TRUE
sgCORT_1	CORT	16	chr1	10450237	10450257	TRUE
sgCORT_3	CORT	0	chr1	10450244	10450264	TRUE
sgCORT_4	CORT	0	chr1	10450278	10450298	TRUE
sgCORT_2	CORT	0	chr1	10450301	10450321	TRUE
sgAPITD1-CORT_1	APITD1-CORT	16	chr1	10451415	10451435	TRUE
sgDFFA_2	DFFA	16	chr1	10463515	10463535	TRUE
sgDFFA_3	DFFA	16	chr1	10467201	10467221	TRUE
sgDFFA_4	DFFA	0	chr1	10469215	10469235	TRUE
sgDFFA_1	DFFA	16	chr1	10472364	10472384	TRUE
sgPEX14_3	PEX14	16	chr1	10495310	10495330	TRUE
sgPEX14_2	PEX14	16	chr1	10599235	10599255	TRUE
sgPEX14_4	PEX14	16	chr1	10599345	10599365	TRUE
sgPEX14_1	PEX14	16	chr1	10629585	10629605	TRUE
sgCASZ1_1	CASZ1	16	chr1	10654506	10654526	TRUE
sgCASZ1_4	CASZ1	0	chr1	10659689	10659709	TRUE
sgCASZ1_2	CASZ1	16	chr1	10660021	10660041	TRUE
sgCASZ1_3	CASZ1	16	chr1	10660454	10660474	TRUE
sgKRTAP10-12_4	KRTAP10-12	16	chr1	10908216	10908236	TRUE
sgC1orf127_4	C1orf127	0	chr1	10948548	10948568	TRUE
sgC1orf127_2	C1orf127	0	chr1	10954038	10954058	TRUE
sgC1orf127_1	C1orf127	0	chr1	10957035	10957055	TRUE
sgC1orf127_3	C1orf127	16	chr1	10964147	10964167	TRUE
sgCFL1_4	CFL1	16	chr1	10991698	10991718	TRUE
sgTARDBP_1	TARDBP	16	chr1	11016985	11017005	TRUE
sgTARDBP_2	TARDBP	0	chr1	11018824	11018844	TRUE
sgTARDBP_3	TARDBP	0	chr1	11020509	11020529	TRUE
sgTARDBP_4	TARDBP	0	chr1	11022126	11022146	TRUE
sgMASP2_2	MASP2	16	chr1	11027605	11027625	TRUE
sgMASP2_1	MASP2	0	chr1	11034818	11034838	TRUE
sgMASP2_3	MASP2	16	chr1	11046584	11046604	TRUE
sgMASP2_4	MASP2	0	chr1	11046893	11046913	TRUE
sgSRM_1	SRM	16	chr1	11056606	11056626	TRUE
sgSRM_2	SRM	16	chr1	11056682	11056702	TRUE
sgSRM_4	SRM	16	chr1	11058802	11058822	TRUE
sgSRM_3	SRM	16	chr1	11059299	11059319	TRUE
sgEXOSC10_2	EXOSC10	0	chr1	11079796	11079816	TRUE
sgEXOSC10_1	EXOSC10	0	chr1	11087436	11087456	TRUE
sgEXOSC10_4	EXOSC10	0	chr1	11090591	11090611	TRUE
sgEXOSC10_3	EXOSC10	16	chr1	11091490	11091510	TRUE
sgANGPTL7_2	ANGPTL7	0	chr1	11189632	11189652	TRUE
sgANGPTL7_1	ANGPTL7	0	chr1	11189699	11189719	TRUE
sgANGPTL7_4	ANGPTL7	0	chr1	11189789	11189809	TRUE
sgANGPTL7_3	ANGPTL7	0	chr1	11193661	11193681	TRUE
sgMTOR_1	MTOR	16	chr1	11209397	11209417	TRUE
sgMTOR_2	MTOR	0	chr1	11228770	11228790	TRUE
sgMTOR_4	MTOR	0	chr1	11238570	11238590	TRUE
sgMTOR_3	MTOR	0	chr1	11247985	11248005	TRUE
sgUBIAD1_4	UBIAD1	16	chr1	11273610	11273630	TRUE
sgUBIAD1_3	UBIAD1	16	chr1	11273916	11273936	TRUE
sgUBIAD1_2	UBIAD1	16	chr1	11273992	11274012	TRUE
sgUBE2V2_1	UBE2V2	16	chr1	11279189	11279209	TRUE
sgUBIAD1_1	UBIAD1	0	chr1	11285642	11285662	TRUE
sgPTCHD2_2	PTCHD2	16	chr1	11501339	11501359	TRUE
sgPTCHD2_1	PTCHD2	0	chr1	11501544	11501564	TRUE
sgPTCHD2_3	PTCHD2	0	chr1	11502037	11502057	TRUE
sgPTCHD2_4	PTCHD2	0	chr1	11514422	11514442	TRUE
sgFBXO2_1	FBXO2	0	chr1	11649929	11649949	TRUE
sgFBXO2_2	FBXO2	16	chr1	11650472	11650492	TRUE
sgFBXO2_4	FBXO2	0	chr1	11650511	11650531	TRUE
sgFBXO2_3	FBXO2	0	chr1	11650581	11650601	TRUE
sgFBXO44_1	FBXO44	16	chr1	11655955	11655975	TRUE
sgFBXO44_3	FBXO44	0	chr1	11658281	11658301	TRUE
sgFBXO44_2	FBXO44	0	chr1	11658583	11658603	TRUE
sgFBXO44_4	FBXO44	0	chr1	11658790	11658810	TRUE
sgFBXO6_3	FBXO6	16	chr1	11668901	11668921	TRUE
sgFBXO6_4	FBXO6	16	chr1	11671338	11671358	TRUE
sgFBXO6_2	FBXO6	0	chr1	11671991	11672011	TRUE
sgFBXO6_1	FBXO6	16	chr1	11673333	11673353	TRUE
sgMAD2L2_1	MAD2L2	0	chr1	11676882	11676902	TRUE
sgMAD2L2_4	MAD2L2	0	chr1	11677584	11677604	TRUE
sgMAD2L2_3	MAD2L2	16	chr1	11680396	11680416	TRUE
sgMAD2L2_2	MAD2L2	16	chr1	11680564	11680584	TRUE
sgDRAXIN_2	DRAXIN	16	chr1	11706618	11706638	TRUE
sgDRAXIN_1	DRAXIN	0	chr1	11706688	11706708	TRUE
sgDRAXIN_4	DRAXIN	16	chr1	11709382	11709402	TRUE
sgDRAXIN_3	DRAXIN	0	chr1	11711853	11711873	TRUE
sgAGTRAP_2	AGTRAP	0	chr1	11736217	11736237	TRUE
sgAGTRAP_1	AGTRAP	0	chr1	11747524	11747544	TRUE
sgAGTRAP_3	AGTRAP	16	chr1	11748478	11748498	TRUE
sgAGTRAP_4	AGTRAP	16	chr1	11748504	11748524	TRUE
sgC1orf167_2	C1orf167	0	chr1	11766036	11766056	TRUE
sgC1orf167_3	C1orf167	16	chr1	11766352	11766372	TRUE
sgC1orf167_1	C1orf167	16	chr1	11766721	11766741	TRUE
sgC1orf167_4	C1orf167	0	chr1	11768254	11768274	TRUE
sgMTHFR_3	MTHFR	16	chr1	11794760	11794780	TRUE
sgMTHFR_2	MTHFR	0	chr1	11796253	11796273	TRUE
sgMTHFR_4	MTHFR	16	chr1	11800272	11800292	TRUE
sgMTHFR_1	MTHFR	16	chr1	11801277	11801297	TRUE
sgCLCN6_3	CLCN6	0	chr1	11816614	11816634	TRUE
sgCLCN6_1	CLCN6	0	chr1	11823715	11823735	TRUE
sgCLCN6_4	CLCN6	16	chr1	11829211	11829231	TRUE
sgCLCN6_2	CLCN6	16	chr1	11834254	11834274	TRUE
sgNPPA_1	NPPA	0	chr1	11847300	11847320	TRUE
sgNPPA_3	NPPA	16	chr1	11847353	11847373	TRUE
sgNPPA_2	NPPA	0	chr1	11847606	11847626	TRUE
sgNPPA_4	NPPA	0	chr1	11847643	11847663	TRUE
sgNPPB_4	NPPB	16	chr1	11858338	11858358	TRUE
sgNPPB_2	NPPB	16	chr1	11858711	11858731	TRUE
sgNPPB_1	NPPB	0	chr1	11858719	11858739	TRUE
sgNPPB_3	NPPB	0	chr1	11858749	11858769	TRUE
sgKIAA2013_4	KIAA2013	16	chr1	11923318	11923338	TRUE
sgKIAA2013_3	KIAA2013	0	chr1	11923440	11923460	TRUE
sgKIAA2013_1	KIAA2013	16	chr1	11925651	11925671	TRUE
sgKIAA2013_2	KIAA2013	0	chr1	11925966	11925986	TRUE
sgPLOD1_1	PLOD1	0	chr1	11950359	11950379	TRUE
sgPLOD1_3	PLOD1	0	chr1	11954829	11954849	TRUE
sgPLOD1_2	PLOD1	0	chr1	11957839	11957859	TRUE
sgPLOD1_4	PLOD1	0	chr1	11964247	11964267	TRUE
sgMFN2_4	MFN2	16	chr1	11996215	11996235	TRUE
sgMFN2_1	MFN2	16	chr1	11997407	11997427	TRUE
sgMFN2_2	MFN2	0	chr1	11999038	11999058	TRUE
sgMFN2_3	MFN2	0	chr1	12004082	12004102	TRUE
sgMIIP_1	MIIP	0	chr1	12022205	12022225	TRUE
sgMIIP_4	MIIP	16	chr1	12022405	12022425	TRUE
sgMIIP_3	MIIP	0	chr1	12029094	12029114	TRUE
sgMIIP_2	MIIP	16	chr1	12029781	12029801	TRUE
sgTNFRSF8_4	TNFRSF8	0	chr1	12104368	12104388	TRUE
sgTNFRSF8_1	TNFRSF8	0	chr1	12110137	12110157	TRUE
sgTNFRSF8_3	TNFRSF8	16	chr1	12115639	12115659	TRUE
sgTNFRSF8_2	TNFRSF8	16	chr1	12123804	12123824	TRUE
sgTNFRSF1B_2	TNFRSF1B	0	chr1	12190994	12191014	TRUE
sgTNFRSF1B_4	TNFRSF1B	0	chr1	12191781	12191801	TRUE
sgTNFRSF1B_1	TNFRSF1B	0	chr1	12192429	12192449	TRUE
sgTNFRSF1B_3	TNFRSF1B	16	chr1	12192976	12192996	TRUE
sgVPS13D_4	VPS13D	16	chr1	12273087	12273107	TRUE
sgVPS13D_3	VPS13D	0	chr1	12291072	12291092	TRUE
sgVPS13D_2	VPS13D	0	chr1	12308501	12308521	TRUE
sgVPS13D_1	VPS13D	16	chr1	12319586	12319606	TRUE
sgDHRS3_4	DHRS3	0	chr1	12578848	12578868	TRUE
sgDHRS3_2	DHRS3	16	chr1	12579376	12579396	TRUE
sgDHRS3_1	DHRS3	16	chr1	12580633	12580653	TRUE
sgDHRS3_3	DHRS3	16	chr1	12617275	12617295	TRUE
sgAADACL4_1	AADACL4	16	chr1	12644638	12644658	TRUE
sgAADACL4_2	AADACL4	16	chr1	12644705	12644725	TRUE
sgAADACL4_4	AADACL4	16	chr1	12651226	12651246	TRUE
sgAADACL4_3	AADACL4	16	chr1	12651288	12651308	TRUE
sgAADACL3_4	AADACL3	16	chr1	12719544	12719564	TRUE
sgAADACL3_3	AADACL3	0	chr1	12719646	12719666	TRUE
sgAADACL3_1	AADACL3	16	chr1	12725228	12725248	TRUE
sgAADACL3_2	AADACL3	0	chr1	12725339	12725359	TRUE
sgC1orf158_4	C1orf158	16	chr1	12746461	12746481	TRUE
sgC1orf158_3	C1orf158	16	chr1	12759355	12759375	TRUE
sgC1orf158_2	C1orf158	0	chr1	12759379	12759399	TRUE
sgC1orf158_1	C1orf158	16	chr1	12759429	12759449	TRUE
sgPRAMEF12_3	PRAMEF12	16	chr1	12775073	12775093	TRUE
sgPRAMEF12_1	PRAMEF12	16	chr1	12775688	12775708	TRUE
sgPRAMEF12_2	PRAMEF12	0	chr1	12775834	12775854	TRUE
sgPRAMEF12_4	PRAMEF12	16	chr1	12777026	12777046	TRUE
sgPRAMEF14_2	PRAMEF14	0	chr1	12794477	12794497	TRUE
sgPRAMEF1_2	PRAMEF1	0	chr1	12795622	12795642	TRUE
sgPRAMEF11_3	PRAMEF11	0	chr1	12827409	12827429	TRUE
sgPRAMEF11_1	PRAMEF11	0	chr1	12827660	12827680	TRUE
sgPRAMEF11_2	PRAMEF11	0	chr1	12828667	12828687	TRUE
sgLOC645382_2	LOC645382	0	chr1	12838943	12838963	TRUE
sgPRAMEF16_4	PRAMEF16	16	chr1	12840563	12840583	TRUE
sgLOC645382_3	LOC645382	16	chr1	12841258	12841278	TRUE
sgHNRNPCL4_3	HNRNPCL4	16	chr1	12847828	12847848	TRUE
sgHNRNPCL1_3	HNRNPCL1	0	chr1	12847844	12847864	TRUE
sgHNRNPCL2_1	HNRNPCL2	0	chr1	12847868	12847888	TRUE
sgHNRNPCL4_1	HNRNPCL4	16	chr1	12848006	12848026	TRUE
sgPRAMEF2_2	PRAMEF2	0	chr1	12859114	12859134	TRUE
sgPRAMEF2_3	PRAMEF2	16	chr1	12859201	12859221	TRUE
sgPRAMEF2_1	PRAMEF2	0	chr1	12860008	12860028	TRUE
sgPRAMEF2_4	PRAMEF2	0	chr1	12861257	12861277	TRUE
sgPRAMEF4_4	PRAMEF4	0	chr1	12880072	12880092	TRUE
sgPRAMEF4_2	PRAMEF4	16	chr1	12881999	12882019	TRUE
sgPRAMEF4_3	PRAMEF4	16	chr1	12883115	12883135	TRUE
sgPRAMEF10_4	PRAMEF10	16	chr1	12893413	12893433	TRUE
sgLOC645382_4	LOC645382	0	chr1	12894670	12894690	TRUE
sgLOC645382_1	LOC645382	16	chr1	12895600	12895620	TRUE
sgPRAMEF7_2	PRAMEF7	16	chr1	12917803	12917823	TRUE
sgPRAMEF7_1	PRAMEF7	0	chr1	12918428	12918448	TRUE
sgPRAMEF8_4	PRAMEF8	0	chr1	12918807	12918827	TRUE
sgPRAMEF7_3	PRAMEF7	16	chr1	12919866	12919886	TRUE
sgPRAMEF8_3	PRAMEF8	16	chr1	12919869	12919889	TRUE
sgPRAMEF13_1	PRAMEF13	0	chr1	12928015	12928035	TRUE
sgPRAMEF5_4	PRAMEF5	0	chr1	12941039	12941059	TRUE
sgPRAMEF6_2	PRAMEF6	16	chr1	12941345	12941365	TRUE
sgPRAMEF5_3	PRAMEF5	16	chr1	12941466	12941486	TRUE
sgLOC101929983_4	LOC101929983	16	chr1	12941487	12941507	TRUE
sgPRAMEF6_4	PRAMEF6	16	chr1	12941488	12941508	TRUE
sgPRAMEF6_1	PRAMEF6	16	chr1	12942229	12942249	TRUE
sgPRAMEF22_4	PRAMEF22	0	chr1	13005048	13005068	TRUE
sgPRAMEF22_3	PRAMEF22	16	chr1	13005578	13005598	TRUE
sgPRAMEF13_3	PRAMEF13	0	chr1	13029354	13029374	TRUE
sgLOC400736_3	LOC400736	16	chr1	13029477	13029497	TRUE
sgLOC400736_2	LOC400736	0	chr1	13030162	13030182	TRUE
sgLOC400736_1	LOC400736	16	chr1	13030551	13030571	TRUE
sgLOC101929983_3	LOC101929983	16	chr1	13052263	13052283	TRUE
sgLOC101929983_2	LOC101929983	16	chr1	13053506	13053526	TRUE
sgHNRNPCL3_2	HNRNPCL3	16	chr1	13061558	13061578	TRUE
sgHNRNPCL1_2	HNRNPCL1	0	chr1	13061609	13061629	TRUE
sgHNRNPCL3_3	HNRNPCL3	0	chr1	13061619	13061639	TRUE
sgHNRNPCL3_4	HNRNPCL3	0	chr1	13061668	13061688	TRUE
sgHNRNPCL3_1	HNRNPCL3	16	chr1	13061762	13061782	TRUE
sgPRAMEF5_1	PRAMEF5	16	chr1	13076988	13077008	TRUE
sgPRAMEF1_1	PRAMEF1	0	chr1	13095438	13095458	TRUE
sgHNRNPCL1_1	HNRNPCL1	16	chr1	13115901	13115921	TRUE
sgHNRNPCL2_3	HNRNPCL2	0	chr1	13116080	13116100	TRUE
sgHNRNPCL2_2	HNRNPCL2	0	chr1	13116148	13116168	TRUE
sgHNRNPCL2_4	HNRNPCL2	16	chr1	13116304	13116324	TRUE
sgHNRNPCL4_4	HNRNPCL4	0	chr1	13116331	13116351	TRUE
sgPRAMEF1_4	PRAMEF1	16	chr1	13131178	13131198	TRUE
sgPRAMEF9_4	PRAMEF9	0	chr1	13151604	13151624	TRUE
sgPRAMEF5_2	PRAMEF5	0	chr1	13151676	13151696	TRUE
sgHNRNPCL4_2	HNRNPCL4	16	chr1	13165120	13165140	TRUE
sgHNRNPCL1_4	HNRNPCL1	16	chr1	13165212	13165232	TRUE
sgPRAMEF9_2	PRAMEF9	0	chr1	13176321	13176341	TRUE
sgLOC101929983_1	LOC101929983	0	chr1	13176442	13176462	TRUE
sgPRAMEF11_4	PRAMEF11	16	chr1	13178585	13178605	TRUE
sgPRAMEF1_3	PRAMEF1	0	chr1	13197907	13197927	TRUE
sgPRAMEF22_2	PRAMEF22	0	chr1	13198317	13198337	TRUE
sgLOC391003_3	LOC391003	16	chr1	13223850	13223870	TRUE
sgLOC391003_4	LOC391003	0	chr1	13224895	13224915	TRUE
sgLOC391003_1	LOC391003	16	chr1	13225028	13225048	TRUE
sgLOC391003_2	LOC391003	16	chr1	13225197	13225217	TRUE
sgPRAMEF13_2	PRAMEF13	0	chr1	13273760	13273780	TRUE
sgPRAMEF8_2	PRAMEF8	0	chr1	13283052	13283072	TRUE
sgPRAMEF7_4	PRAMEF7	0	chr1	13283118	13283138	TRUE
sgPRAMEF8_1	PRAMEF8	0	chr1	13283962	13283982	TRUE
sgPRAMEF10_3	PRAMEF10	0	chr1	13306017	13306037	TRUE
sgPRAMEF10_2	PRAMEF10	0	chr1	13306197	13306217	TRUE
sgPRAMEF10_1	PRAMEF10	0	chr1	13307087	13307107	TRUE
sgPRAMEF15_2	PRAMEF15	0	chr1	13318476	13318496	TRUE
sgPRAMEF15_3	PRAMEF15	16	chr1	13319369	13319389	TRUE
sgPRAMEF4_1	PRAMEF4	0	chr1	13319468	13319488	TRUE
sgPRAMEF9_1	PRAMEF9	16	chr1	13319581	13319601	TRUE
sgPRAMEF15_4	PRAMEF15	16	chr1	13319585	13319605	TRUE
sgPRAMEF6_3	PRAMEF6	0	chr1	13319789	13319809	TRUE
sgPRAMEF9_3	PRAMEF9	16	chr1	13319806	13319826	TRUE
sgLOC400736_4	LOC400736	16	chr1	13343031	13343051	TRUE
sgPRAMEF14_4	PRAMEF14	0	chr1	13344163	13344183	TRUE
sgPRAMEF14_1	PRAMEF14	16	chr1	13344396	13344416	TRUE
sgPRAMEF13_4	PRAMEF13	16	chr1	13345041	13345061	TRUE
sgPRAMEF14_3	PRAMEF14	0	chr1	13345161	13345181	TRUE
sgPRAMEF18_1	PRAMEF18	16	chr1	13369409	13369429	TRUE
sgPRAMEF18_4	PRAMEF18	0	chr1	13370638	13370658	TRUE
sgPRAMEF19_3	PRAMEF19	0	chr1	13370704	13370724	TRUE
sgPRAMEF19_1	PRAMEF19	16	chr1	13370848	13370868	TRUE
sgPRAMEF19_4	PRAMEF19	16	chr1	13371037	13371057	TRUE
sgPRAMEF18_3	PRAMEF18	0	chr1	13371609	13371629	TRUE
sgPRAMEF19_2	PRAMEF19	16	chr1	13371753	13371773	TRUE
sgPRAMEF18_2	PRAMEF18	16	chr1	13371891	13371911	TRUE
sgPRAMEF17_2	PRAMEF17	0	chr1	13390451	13390471	TRUE
sgPRAMEF17_4	PRAMEF17	16	chr1	13390593	13390613	TRUE
sgPRAMEF17_3	PRAMEF17	16	chr1	13390775	13390795	TRUE
sgPRAMEF17_1	PRAMEF17	16	chr1	13391959	13391979	TRUE
sgPRAMEF16_2	PRAMEF16	16	chr1	13392070	13392090	TRUE
sgPRAMEF16_3	PRAMEF16	0	chr1	13392077	13392097	TRUE
sgPRAMEF20_1	PRAMEF20	16	chr1	13416466	13416486	TRUE
sgPRAMEF15_1	PRAMEF15	0	chr1	13418244	13418264	TRUE
sgPRAMEF20_2	PRAMEF20	0	chr1	13418335	13418355	TRUE
sgPRAMEF20_3	PRAMEF20	0	chr1	13418498	13418518	TRUE
sgPRAMEF20_4	PRAMEF20	16	chr1	13420711	13420731	TRUE
sgLRRC38_4	LRRC38	0	chr1	13513033	13513053	TRUE
sgLRRC38_3	LRRC38	16	chr1	13513173	13513193	TRUE
sgLRRC38_2	LRRC38	16	chr1	13513377	13513397	TRUE
sgLRRC38_1	LRRC38	0	chr1	13513409	13513429	TRUE
sgPDPN_3	PDPN	16	chr1	13583959	13583979	TRUE
sgPDPN_1	PDPN	0	chr1	13584017	13584037	TRUE
sgPDPN_2	PDPN	0	chr1	13607190	13607210	TRUE
sgPDPN_4	PDPN	16	chr1	13607282	13607302	TRUE
sgPRDM2_2	PRDM2	0	chr1	13749381	13749401	TRUE
sgPRDM2_1	PRDM2	0	chr1	13779981	13780001	TRUE
sgPRDM2_4	PRDM2	16	chr1	13780415	13780435	TRUE
sgPRDM2_3	PRDM2	16	chr1	13780727	13780747	TRUE
sgKAZN_3	KAZN	0	chr1	15056099	15056119	TRUE
sgKAZN_4	KAZN	16	chr1	15065627	15065647	TRUE
sgKAZN_1	KAZN	16	chr1	15065746	15065766	TRUE
sgKAZN_2	KAZN	0	chr1	15094334	15094354	TRUE
sgC1orf195_4	C1orf195	16	chr1	15168634	15168654	TRUE
